"x","y","cells","B02M","B03M","B04M","B08M","B02J","B03J","B04J","B08J","B02N","B03N","B04N","B08N","B02JA","B03JA","B04JA","B08JA","B05M","B06M","B07M","B11M","B12M","B8AM","B05J","B06J","B07J","B11J","B12J","B8AJ","B05N","B06N","B07N","B11N","B12N","B8AN","B05JA","B06JA","B07JA","B11JA","B12JA","B8AJA","class"
642899.56068349,6661178.83027309,8802,184,396,375,1960,278,434,489,2102,538,477,619,1291,614,544,623,1249,705.75,1445.3125,1710.0625,1479.625,855.9375,1976.75,1055.375,1962.875,2306.0625,2168.125,1296.25,2645.1875,895,1214.9375,1303.1875,1303.9375,876.625,1590.375,872.5625,1092.875,1275.25,1247.75,835.75,1471.875,1
643499.56068349,6661188.83027309,8760,432,545,684,1924,249,422,145,4826,450,483,577,2056,664,504,595,2160,914.5625,1276.1875,1495.4375,2063.75,1290.1875,1754.3125,635.8125,3087.625,3682.5,1381.75,584.75,4009.0625,883.0625,1399.5625,1582.3125,1297.5625,801.9375,2018.375,934.6875,1363.8125,1497,1292.3125,792.5,1843.1875,1
643549.56068349,6661188.83027309,8765,262,402,507,1736,182,325,130,3700,399,341,462,1649,608,472,515,1798,917.3125,1335.375,1541.75,2081.6875,1275.125,1839.375,606.125,2902.5,3657.9375,1375.5625,585,3949.375,788,1306.9375,1415.75,1105.4375,700.625,1755.0625,893.4375,1270.875,1445.625,1183.5,736.0625,1802.5,1
643419.56068349,6661198.83027309,8650,248,413,458,1574,167,342,96,3311,436,368,469,1321,583,513,547,1317,860,1338.625,1482.625,1972.875,1240.5,1726.8125,658.9375,2728.375,3242.625,1322.1875,569.375,3527.3125,708.8125,1039.375,1162.75,1150.75,711,1416.9375,788.125,1093.0625,1238.5,1230.5,816.75,1464.9375,1
643329.56068349,6661218.83027309,8437,368,484,541,1311,200,257,135,2649,335,257,220,427,511,344,259,504,936.4375,1326.1875,1468.8125,1908.625,1337.125,1692.25,654.3125,2405.625,2977.0625,1377.375,702.3125,3247.6875,412.5625,598.3125,629,440.9375,276.9375,699.5625,474,607.25,656.1875,476.375,295.25,716.3125,1
643389.56068349,6661218.83027309,8443,244,473,456,2143,191,362,144,3834,296,358,497,1311,507,416,461,1413,973.0625,1614.5,1821.875,1822.625,1124.625,2077.6875,655.25,2850.6875,3388.9375,1312.8125,569.25,3742.25,681,1067.1875,1161.3125,901.75,550.8125,1441.25,744.5625,1069.5,1221.4375,1016.75,599.3125,1513,1
643439.56068349,6661228.83027309,8346,340,615,671,2984,339,610,315,4768,288,225,250,818,1199,904,737,1344,1169.25,1893.75,2122.5,2223.25,1503.9375,2399.1875,856.375,2984.9375,3682.625,1686.8125,874.9375,3905.9375,470.375,768.5625,778.8125,580.4375,415.4375,925.375,807.875,1017.3125,1078.8125,624.375,411.0625,1196.125,1
643459.56068349,6661228.83027309,8348,511,813,968,2645,357,584,380,4805,378,303,313,995,1117,801,867,1303,1218.5,1910.625,2057.4375,2396.125,1709.4375,2405.75,869.125,3008.375,3551.3125,1674.6875,908.375,3852.25,500.375,759.1875,782.5,588.9375,430,944.6875,895.5625,1069.75,1075.5625,579.6875,407.9375,1214.8125,1
643509.56068349,6661228.83027309,8353,217,340,461,1542,190,296,134,3579,284,211,325,906,743,561,483,1136,917.6875,1270.3125,1377.9375,2015.6875,1316.875,1709,643.5,2503.125,3172.5,1206.3125,563,3388.625,640.6875,774.6875,973.875,771.125,454.8125,1161.4375,764.875,1133.75,1193.1875,826.125,495.9375,1438.0625,1
643439.56068349,6661248.83027309,8142,626,799,882,1949,308,494,320,4210,281,245,280,520,1203,904,756,1086,1347,1887.6875,2073.875,2485.875,1768.9375,2338.625,950.6875,2863.8125,3738.5625,1723.375,953.8125,3909.0625,446.75,570.75,650.25,412.125,295.125,662.5625,836.125,933.8125,903.3125,404.9375,266.9375,893.3125,1
643019.56068349,6661288.83027309,7692,160,360,296,2226,221,431,153,3750,330,293,325,2565,500,460,305,2568,738.8125,1589.0625,1866.4375,1427.75,831,2119.625,606.3125,2386.375,2808.3125,1175,543.8125,3004.125,634.1875,1687.0625,1955.5,701.8125,360.9375,2267.3125,659.0625,1647.5,1987.5625,745.625,431.6875,2205.1875,1
642779.56068349,6661298.83027309,7566,340,539,696,1989,290,612,345,3509,367,356,391,1014,1275,955,817,1295,910.75,1416.6875,1636.25,1954.6875,1334.8125,1979.125,1048.1875,2720.25,3292.4375,2178.625,1173.875,3550.0625,725.5,966.6875,1028.5,1001.6875,718.25,1210.4375,1210.875,1346.0625,1396.875,918.0625,668.75,1494,1
643009.56068349,6661308.83027309,7487,48,200,108,1955,175,263,98,2322,199,275,268,1913,448,400,234,1952,560.25,1446.75,1765.0625,952.0625,514.3125,2017.8125,548.5,1896.875,2253.9375,1038.6875,518.9375,2484.8125,515.125,1528.6875,1779.75,513.5,242.375,1995.625,554.5,1394.25,1726.375,493.1875,274.25,1832.1875,1
643599.56068349,6661618.83027309,4384,323,501,602,2139,221,345,155,4766,455,431,537,2042,642,646,847,2933,1290,1838.6875,2163,2704.125,1669.4375,2472.3125,762.6875,3731.875,4846.6875,1706.125,734.75,5290.375,1136.4375,1879.3125,2177.4375,1904.6875,1088.5625,2665,1410.5,2042.4375,2367.6875,2134.375,1333.8125,2900.5625,1
642609.56068349,6661628.83027309,4183,257,436,464,2260,194,361,169,2383,379,445,423,2511,533,582,571,2730,858.875,1673.8125,1921.625,1715.625,972.875,2166.4375,642.0625,1913.375,2298.1875,1265.9375,600.25,2499.5,875.4375,1901.625,2167.8125,1033.6875,557.875,2453.3125,1009.3125,1981.25,2320.5,1207.75,685.6875,2573.3125,1
643149.56068349,6661628.83027309,4237,268,388,534,1884,313,431,331,2579,400,387,390,1897,547,572,503,2155,1176.125,1665.9375,1898.9375,2469.6875,1508.5,2281.1875,997.6875,2562,2980.0625,1810.3125,928.9375,3202.6875,746.875,1378.6875,1545.5625,754.3125,444.375,1789.8125,1017.125,1767.75,1977.0625,876,491.6875,2258.6875,1
643129.56068349,6661648.83027309,4031,305,607,702,2680,259,677,246,4180,244,202,205,1084,590,574,440,2406,1232.4375,1996.4375,2259.375,2430,1467.0625,2565.875,997.625,3253.4375,3568.8125,1688.8125,805.8125,4044,483.5625,1106.8125,1244.1875,420.0625,231.875,1459.9375,820.9375,1547.625,1716.9375,541.0625,283.4375,1899.9375,1
643539.56068349,6661648.83027309,4072,275,431,472,1490,205,319,122,3117,360,251,373,1094,569,405,392,1152,935.5,1319.0625,1478.8125,2208.25,1395,1796.5,670.6875,2779.8125,3472.1875,1502.8125,712.5625,3743.3125,754.9375,1074.5,1232.375,1241.75,790.8125,1550.3125,843.25,1193,1301.5,1320.5,832.125,1641.3125,1
643089.56068349,6661658.83027309,3925,262,463,625,2017,212,420,203,3153,220,140,136,283,754,514,227,612,937.9375,1479.375,1739.9375,1782.0625,1105.1875,2041.625,814.25,2380.375,2828.3125,1347.625,674.875,3091.875,271.375,559.875,756.125,223.4375,120.3125,791.9375,415.625,806.3125,877.625,257.5625,146.0625,857.3125,1
643259.56068349,6661658.83027309,3942,140,448,260,2720,219,544,195,3086,289,482,329,2617,643,651,397,3192,1027.6875,2151.75,2487.5,1400,870.0625,2693.0625,759.25,2487.25,3136,964.25,468.6875,3349.1875,846.1875,1853.9375,2334.4375,663.125,398.4375,2478.4375,1157.9375,2362.5,2674.0625,698.3125,390.0625,2930.5,1
643259.56068349,6661748.83027309,3024,81,255,140,2476,152,377,82,2930,200,198,103,1357,381,334,124,1675,760.0625,1920.25,2302.6875,1171.1875,678.8125,2557.25,615.125,2302.4375,2790.875,735.9375,339.625,3008,481.8125,1416.875,1582,431.6875,238.625,1730.4375,580.6875,1410.6875,1639.375,404.9375,227.75,1771.0625,1
642909.56068349,6661758.83027309,2887,343,563,820,1834,166,387,116,3330,267,159,204,420,1578,988,539,646,895.5,1288.0625,1447.9375,1870.8125,1243.8125,1740.625,582.625,2223.875,2687.5625,1121.0625,543.9375,2922.625,306.625,465.0625,505.1875,223.875,127.875,560.625,493.3125,698.1875,682.4375,203.5625,117.25,686.8125,1
642919.56068349,6661768.83027309,2786,419,592,903,2247,154,306,111,3018,280,228,273,781,1074,640,512,1011,1171.6875,1617.5625,1790.0625,2341.25,1550.1875,2134.3125,700.375,2657.5,3187.4375,1334.6875,628.125,3357.8125,424.5625,586.375,715.6875,326.3125,219.0625,757.4375,634.5625,777.3125,816.25,325.625,222.125,857.3125,1
643539.56068349,6661888.83027309,1624,326,454,619,1660,212,413,183,3610,341,316,384,1067,598,407,495,1178,1000.125,1275,1484.5,2283,1429.8125,1853.6875,760.3125,2735.5,3286,1606.5625,755.875,3551.75,699.9375,985.875,1121.25,1000,618.5625,1394.5625,682.3125,933.8125,1068.25,953.1875,604.875,1261.25,1
643579.56068349,6661928.83027309,1220,403,523,741,1586,240,461,167,3262,319,301,415,843,898,623,503,904,919.5625,1106.75,1287.75,2156,1436.8125,1543.875,800.5625,2675.3125,3021.0625,1477.9375,686.1875,3223.875,543,680.4375,758.9375,713.0625,508.1875,848.875,671.625,754.5,819.3125,691.4375,517.8125,872.6875,1
643529.56068349,6661988.83027309,603,210,319,418,1439,231,453,168,3901,320,324,442,1405,619,508,530,1807,885.125,1187,1326.75,2108.1875,1348.0625,1630.75,805.25,2803,3318.875,1647,767.75,3599,747.0625,1080.875,1263.125,1105.75,729.6875,1438.9375,745.6875,1071.0625,1265.875,1142.1875,729.0625,1443.375,1
643539.56068349,6661988.83027309,604,315,411,535,1427,256,487,184,3618,414,327,396,985,608,510,416,1077,842.5625,1113.8125,1245.5,2034.75,1330.4375,1523.625,791.0625,2819.375,3281.4375,1563.8125,713.5,3540.1875,666.9375,919.5625,1046.5,1002.875,685.125,1186.6875,693.8125,981.25,1124.5625,1070.5,713.0625,1279.5625,1
643059.56068349,6660758.83027309,13102,346,565,694,1734,561,642,625,1895,442,393,462,988,621,534,514,1419,1254.5625,1616.1875,1785.4375,2713.6875,2363.75,2001.875,1199.375,2020.0625,2177.375,2230.8125,1688.1875,2467.6875,761.0625,1009.5625,1181.3125,972.9375,990.375,1209.625,766.5625,907.5,1044.9375,665.9375,511.6875,1032.375,4
642739.56068349,6660768.83027309,12968,703,905,1106,3010,732,965,960,3343,464,603,648,3171,760,872,969,2872,1546.75,2451.3125,2798.75,2888.75,2185.375,3031.5625,1148.25,2490.75,2955.3125,1939,1239.5,3297.625,1256.25,2171.125,2408.125,1708.75,1100.0625,2616.625,1326.875,1940.6875,2249.9375,1306.75,856.625,2384.5625,4
642749.56068349,6660768.83027309,12969,701,981,1096,3330,665,915,807,3855,474,617,609,2819,717,872,995,2655,1608.25,2586.4375,2885.75,2988.25,2261.125,3162.1875,1213.25,2723.25,3222.4375,2067,1305.5,3592.875,1297.25,2315.875,2593.375,1770.75,1094.6875,2795.375,1323.625,1907.0625,2187.8125,1251.75,809.875,2356.6875,4
642769.56068349,6660768.83027309,12971,556,906,1014,3244,599,899,751,3726,482,698,643,2512,723,771,824,1926,1579.5625,2615.375,2961.875,3095,2327.125,3208.75,1310.625,2983.5,3398.1875,2225.125,1368.875,3729.8125,1354.125,2340.8125,2529.4375,1688.875,1050.9375,2824.5625,1299.875,1693.1875,1838.5625,963.8125,634.8125,2055.3125,4
642949.56068349,6660778.83027309,12887,602,899,915,3518,833,1107,1096,3632,463,663,870,2615,593,630,656,2064,1508.625,2247.4375,2431.25,2863.625,2200.5625,2751.875,1292.625,2651.0625,3105.5,2308.75,1577.8125,3282.75,1102.6875,1492.4375,1598.5625,1346.9375,940.3125,1998.125,1022.125,1227.5625,1376.5,1243.25,828.75,1701.0625,4
643059.56068349,6660808.83027309,12592,1150,1384,1746,2654,1148,1413,1653,2760,509,597,831,1515,892,808,944,1522,1706.25,2004.1875,2138.625,3108.5625,2785.125,2493.6875,1565.1875,2540.875,2655.375,2679.5,2158.125,2910.4375,1225.75,1668.1875,1856.375,1875.5,3239.6875,2213.75,1025.375,1214.625,1236.75,1074.75,786.25,1453.1875,4
642929.56068349,6660858.83027309,12069,558,834,1233,2685,614,925,1160,3167,785,766,998,1155,595,514,500,954,1542.125,2399.0625,2852.8125,2695.6875,2124.25,3054.5,1464.25,2410.25,2598.375,2452.625,1770.625,2812.875,942,1247.1875,1276.5625,786.625,652.625,1446.9375,810.625,1122.0625,1118.8125,703.6875,576.5,1269.8125,4
643009.56068349,6660868.83027309,11975,350,510,591,1763,144,355,116,3036,388,352,483,1212,608,566,569,1437,1102.9375,1563.625,1769.625,2214.4375,1506.3125,2008.5,841.125,2882.0625,3394.875,1451.5,687.0625,3610.9375,826.8125,1141.5,1186.875,1160.9375,852.6875,1531.8125,929.8125,1220.5,1342.8125,1297.5,942,1605.3125,4
642929.56068349,6660878.83027309,11865,442,628,904,2312,544,790,910,2106,507,315,323,629,608,403,294,537,1490.75,2220.125,2689.4375,2606.25,2043.875,2825.25,1531,2455.625,2629.75,2492.625,1856.25,2883.875,822.1875,1144.125,1297.5625,637.375,584.1875,1339.6875,837.9375,1049.4375,1137.875,598.25,494.5,1159.8125,4
642949.56068349,6660908.83027309,11561,930,1031,1231,1630,1239,1391,1509,2184,909,948,1108,1267,981,964,1197,1423,1237.625,1614.75,1795.25,1987.5625,1540.5625,1997.375,1334.625,2084.25,2038.375,1941.3125,1440.625,2162.5625,1045.875,1425.125,1461.875,965.9375,815.1875,1579.8125,1003.3125,1240.875,1264.6875,866.625,727.5,1334.25,4
642939.56068349,6660918.83027309,11458,476,645,797,2076,730,869,855,2437,396,460,458,1219,662,624,565,1485,1333.875,2088.0625,2354.125,2288.0625,1557.125,2446.5,1338.5625,2408.9375,2546.4375,1934.0625,1284.9375,2825,1211.625,1540.5625,1569.9375,934.6875,749.625,1793.0625,1087.9375,1428.3125,1487.0625,809.3125,654.25,1669.3125,4
642769.56068349,6660938.83027309,11237,764,1144,1248,3324,652,981,801,4204,697,859,920,2416,909,1045,1213,2404,1785.25,2761.75,3103.5625,2963.75,2014.0625,3348.75,1468.1875,3568.375,4225.4375,2215,1233.1875,4501.625,1367.5,2202.4375,2392,1368.6875,898.1875,2647,1500.375,1919.3125,2120.3125,1085.0625,759.5,2353.4375,4
643059.56068349,6660978.83027309,10858,366,594,697,2032,190,335,125,2600,348,245,334,581,532,345,313,667,1115.75,1688.8125,1921.125,2498.6875,1672.875,2160.375,909.1875,3016.0625,3868.5625,1546.5,758.25,4044.1875,628.6875,845.5625,854.5,669.5625,459.375,1046.0625,751.375,857.9375,870.375,735.25,512.125,1130.3125,4
642779.56068349,6661018.83027309,10422,715,936,1072,2221,450,801,493,3878,1054,940,1058,2110,852,916,1155,2236,1555.75,2159.8125,2323,2878.9375,2060.8125,2576.25,1309.4375,3144.3125,3676.5,2126.6875,1204.625,3885.8125,1355.25,1965.4375,1998.5,1650.0625,1160.625,2281.5625,1351.25,1705.5625,1794.5,1522.3125,1028,2167.8125,4
642849.56068349,6661018.83027309,10429,838,992,1180,2453,573,765,577,3836,441,534,771,1464,774,660,941,1671,1567.75,2165.5625,2288.8125,2821.0625,1934,2598.625,1072,3303.1875,3422.5625,1843.625,936.125,3695.5,1379.8125,2037.375,2268.5625,1454.3125,1007,2618.1875,1386.875,1825.9375,1968,1452.125,961.125,2296.3125,4
642749.56068349,6661028.83027309,10317,851,1201,1238,2848,639,911,634,4392,709,866,1065,2762,992,971,1152,2484,1607.1875,2273.25,2613.8125,2692.9375,1892.3125,2837.25,1164.625,3121,3808.1875,1736.25,930.75,4012.3125,1449.875,2098.5625,2257.8125,1744.8125,1234.125,2654.1875,1524,1964.4375,2104.5,1719.4375,1163.9375,2571.25,4
642739.56068349,6661038.83027309,10214,385,542,616,1859,229,388,197,3007,540,686,771,2338,738,791,933,2337,1448.5,2173.1875,2369.5625,2628,1784.6875,2624.5,902.3125,2964.8125,3498.375,1589.9375,798.5,3652.75,1453.0625,2198.75,2337.9375,1680,1143.0625,2799.9375,1515.4375,2037.1875,2189.5625,1759.4375,1153.1875,2646.875,4
642769.56068349,6661038.83027309,10217,872,1136,1341,2746,753,927,907,3266,571,645,800,1935,835,738,936,1857,1597.1875,2309.875,2502.3125,2865,2070.8125,2780.875,1253.3125,2897.3125,3387.5625,2030.375,1225.4375,3571.1875,1282.4375,1831.625,1981.5,1490.625,1003,2211.9375,1304.6875,1609.875,1791.6875,1245.875,916,2054.375,4
642929.56068349,6661038.83027309,10233,864,1157,1385,2698,651,954,657,3977,537,396,347,726,625,507,457,799,1539.5,2011.75,2232.5,2682.5625,1853.5625,2514.1875,928.875,2612.375,3026.9375,1461.5,729.25,3299.9375,533.375,729.625,773.125,352.75,235,837.625,570.75,719.25,787.125,362.6875,271.5,815.6875,4
642949.56068349,6661038.83027309,10235,513,600,649,1289,155,262,150,2021,479,380,345,706,581,421,421,637,1152.25,1628.6875,1791.0625,2316.3125,1548.3125,1980.5,621.125,2171.25,2537.5625,1184.375,573.5,2783,547.4375,750.625,777.5625,431,311.3125,939.0625,591.6875,734,791.4375,453.75,351.125,927.25,4
643109.56068349,6661098.83027309,9639,689,921,1135,2355,651,948,625,3500,698,718,966,1904,919,865,921,1913,1337.625,2090.75,2200,2579.375,1832.1875,2555.1875,1110.5,3234.4375,3760.8125,1795.75,949.8125,4084.6875,1055.6875,1504.25,1607,1392.25,1011.5,1838,1367.6875,1560.75,1756.625,1202.3125,873.4375,1978.9375,4
642779.56068349,6661108.83027309,9504,958,1279,1503,3069,734,1052,814,4077,582,589,700,2053,831,965,1060,2154,1887.5,2694.0625,2909.6875,3297.875,2245.25,3210.8125,1495.0625,3587.75,3998.0625,2195.9375,1213.25,4300.75,1297.625,2265.125,2466.375,1252.9375,788.0625,2734.1875,1413.0625,1862.75,2029.6875,986.4375,683,2248.6875,4
643619.56068349,6661128.83027309,9384,825,1037,1197,2196,561,676,514,3130,418,318,319,728,681,607,630,1188,1432.25,1917.9375,2088.5625,2649.8125,1826.5,2307.3125,836.9375,3011.75,3486.125,1518.625,786.75,3896.9375,575.3125,834.0625,867.375,649.25,385.5,1097.75,865.375,1102.0625,1214.625,787.3125,553.9375,1394.875,4
643129.56068349,6661138.83027309,9233,330,547,774,1747,404,527,381,2146,509,554,568,1757,800,735,909,1998,1336.125,1935.25,2202.875,2598.25,1779.125,2528.375,1057.625,2779.3125,3224.6875,1881,1068.125,3592.375,1108.1875,1664.0625,1915.375,1363.4375,884.8125,2150.875,1289,1667.75,1904.375,1358.1875,964.4375,2056.0625,4
643619.56068349,6661138.83027309,9282,1044,1223,1405,2645,619,773,575,3857,476,369,404,840,917,817,863,1347,1517.25,2020.4375,2188.0625,2764.625,1914.8125,2430.125,929.25,3288.75,3824.9375,1621.625,838,4207.25,549.1875,757.6875,764.5625,573.8125,341.4375,1012.3125,919.25,1090.3125,1186.75,678.4375,480.875,1375.5625,4
642609.56068349,6661178.83027309,8773,1219,1454,1843,2696,1235,1363,1596,2559,573,485,508,823,800,582,700,1250,1965.375,2220.625,2448.75,3507.875,2851.25,2768.3125,1616.75,2600.375,2900.875,2418.5625,1834.75,3136.25,824,1099.6875,1084.8125,861.0625,583.0625,1271.75,1016.75,1092.75,1120.25,713.1875,507.3125,1306.4375,4
642779.56068349,6661178.83027309,8790,614,889,1002,2977,564,875,707,4409,536,626,653,2206,931,1031,1049,2289,1631.375,2398.5625,2677.75,2994.5625,2063.25,2980.875,1298.75,3696.375,4237.625,2203.3125,1206.9375,4498.75,1323.1875,1896.625,2184,1976.375,1355.3125,2498.875,1508.875,1925.375,2153,1708.1875,1180.9375,2479.5,4
643039.56068349,6661178.83027309,8816,587,780,908,1908,196,466,128,3473,663,620,785,1358,739,642,587,1252,1347.875,1750.5625,1928.5,2698.9375,1954.4375,2242.0625,899.3125,3089.9375,3342.8125,1744,978.125,3618.625,797.1875,1099.5625,1205.0625,873.8125,649.25,1339.5,804.5,925.75,969.5625,694.75,552.5,1117.125,4
643199.56068349,6661178.83027309,8832,552,787,966,2156,412,658,404,4042,438,536,564,1667,745,748,790,1922,1396.125,1927.3125,2151.625,2589.5625,1871.875,2422.625,981.8125,2846.625,3567.9375,1690.25,890.0625,3846.125,874.8125,1349.375,1529.5625,1042.8125,701.75,1676.4375,1059.5,1251.5,1415.5625,1029.4375,729.6875,1568.0625,4
643589.56068349,6661178.83027309,8871,609,818,999,2138,432,665,446,4667,504,465,576,1507,962,798,793,2062,1217.3125,1604.6875,1800.0625,2625.125,1822.875,2113.6875,1019.1875,3758.4375,4647.5,1875.3125,901.25,4908.75,740.6875,1017.875,1173.0625,854.3125,570.4375,1443.125,947.3125,1258.9375,1446.125,844.125,566.8125,1579,4
643579.56068349,6661198.83027309,8666,453,562,674,1457,258,332,158,3220,444,358,477,1091,782,647,556,1240,1043,1356.625,1510.625,2318.5,1559.375,1838.9375,769.4375,3232.5,4046.3125,1554.75,710.25,4325.375,699.8125,1041.875,1144.6875,922.0625,624.5625,1423.5625,990.9375,1292.8125,1418.1875,881.6875,540,1626,4
643269.56068349,6661208.83027309,8533,519,722,909,2163,377,581,414,3203,418,526,468,1339,795,647,598,1279,1378.5625,1930.5625,2158.75,2755.125,2034.4375,2417.8125,1037.625,2940.125,3580,2012.5,1104.3125,3956.3125,687,1003,1097.75,728.4375,545.5,1253.6875,804.0625,963.8125,1051.625,556.5,400.75,1132.4375,4
643319.56068349,6661218.83027309,8436,486,594,750,1418,309,391,292,2279,319,251,230,385,513,359,308,463,1049.3125,1435.5625,1624.4375,2116.875,1541.875,1791.75,821.9375,2531.375,3010.6875,1568.625,853.9375,3309.0625,402.6875,568.4375,626,358.8125,246.8125,654.1875,444.5,566.25,588.0625,369.625,244.25,649.4375,4
642719.56068349,6661228.83027309,8274,459,752,772,2853,293,518,286,3913,419,463,490,1821,665,630,673,1527,1397.75,2283.4375,2418.875,2747.75,1863,2745.0625,1090.625,3110.5,3741.625,2048.8125,1138.8125,3956.1875,1032.3125,1468.1875,1684.0625,1340.75,925.875,1864.5,1049,1412.5,1564.625,1226.1875,845,1761.0625,4
642759.56068349,6661228.83027309,8278,488,688,829,1931,445,647,623,2560,482,392,567,1388,627,572,616,1387,1216.8125,1926.4375,2161.25,2589.0625,1853.9375,2468.9375,1059.375,2556.625,2853.375,2114.4375,1249.4375,3196.625,901.875,1334.125,1491.0625,1464.6875,1039.1875,1699,984.6875,1370.5,1490.25,1395.75,976.8125,1795.75,4
643339.56068349,6661228.83027309,8336,288,416,470,1029,164,179,72,2307,346,266,248,528,481,323,301,509,867.25,1197.3125,1313.5,1846.9375,1343.8125,1506.5625,638.9375,2169.5625,2713.6875,1338.8125,699.5625,2949.625,333.375,480.1875,496.375,337.8125,203.4375,557.4375,410.4375,513.125,574.125,373.8125,230.6875,577.5625,4
643479.56068349,6661258.83027309,8044,562,785,994,1887,209,240,86,3138,384,286,319,643,950,697,632,826,1457.0625,1928.0625,2125.125,2696.375,1830.5625,2375.125,738.1875,2874.0625,3635,1439.875,706.75,3816.625,447.4375,666.4375,731.25,348.9375,230.3125,845.1875,844.0625,909.875,913.6875,299.1875,214.75,937.125,4
643549.56068349,6661258.83027309,8051,1116,1380,1857,2897,693,788,636,3969,382,267,232,339,1952,1207,835,676,2131.125,2293.5,2450.9375,3302.4375,2423.1875,2780.875,1026.5625,3007.9375,3741.625,1631.3125,961.625,3914.1875,343.1875,401.875,409.0625,279.875,183.625,487.3125,1031.5625,935.1875,930.375,216.5,168.8125,836.125,4
642989.56068349,6661318.83027309,7383,169,341,303,1906,284,382,458,1855,296,264,258,1146,396,308,227,782,544.875,1319.5625,1570.25,883.3125,528.9375,1795.5625,788.25,1597.6875,1929.125,1657,989.5,2247,515.1875,1003.875,1118.3125,515.75,300.4375,1316.875,410.1875,764.625,916,361.0625,250.3125,975.625,4
642989.56068349,6661338.83027309,7179,92,253,269,1808,250,449,400,2415,332,259,310,801,460,298,247,696,547.5,1333.0625,1581.9375,923.25,550.5625,1833.5,828.1875,1784.5,2033.8125,1634.5,967.4375,2392.25,567.125,1037.875,1189.375,579.75,337.9375,1349.125,458.875,878.5625,1001.25,412.9375,232.0625,1117.8125,4
643429.56068349,6661368.83027309,6917,949,1184,1512,2738,518,757,546,4060,641,669,807,1902,975,901,1098,1739,1935.625,2448.8125,2690,3431.25,2581.1875,2938.625,975.8125,3304.4375,4240.75,1677.5625,887.375,4497.625,1145.3125,1738.6875,1876.5,1276.6875,907.125,2110.875,1371.625,1639.5,1752.125,1118.8125,819.25,1963,4
643429.56068349,6661388.83027309,6713,966,1242,1515,2840,574,862,658,4185,658,741,867,1857,865,770,942,1607,1960.4375,2483.625,2657.9375,3441.4375,2585.875,2945.6875,922.375,3290.1875,4274.9375,1656.3125,890.8125,4509.5625,1095.1875,1726.75,1867.4375,1322.6875,954.0625,2075,1297.125,1531,1646.375,1212.875,884.4375,1880.6875,4
643439.56068349,6661608.83027309,4470,936,1215,1458,2889,479,761,565,3993,645,667,837,1636,899,787,948,1490,1804.1875,2393.9375,2622.5625,3350.25,2492.875,2898.5625,784.5625,2911,3952.0625,1637.9375,899.0625,4169.75,968.8125,1381.1875,1421.875,1379.8125,989.5625,1630.625,1177.5625,1347.4375,1431,1278.25,946.875,1675.125,4
642989.56068349,6661638.83027309,4119,72,213,133,1882,145,233,84,1731,192,255,108,1630,368,280,154,1737,460.9375,1294.625,1613.9375,743.625,406.8125,1824.3125,372.5,1307.0625,1644.9375,608.75,303.6875,1801.3125,395.1875,1158.4375,1384.0625,318.125,125.4375,1563.125,420.1875,1112,1351.6875,323,134.8125,1480.9375,4
642989.56068349,6661668.83027309,3813,57,164,198,1119,117,193,98,1294,288,114,105,468,464,273,180,857,489.0625,1037.5625,1195.625,874.3125,538.4375,1402.4375,359.9375,1163.0625,1399.5,652.4375,353.1875,1608.5625,248.5625,589.9375,683.375,173.5625,84.75,769.625,303.75,801.3125,858.75,187.25,82.125,914.5,4
643439.56068349,6661678.83027309,3756,788,1045,1173,2673,437,623,452,3820,442,471,676,1076,826,729,829,1055,1540.3125,2095.1875,2346.5625,3017.3125,2287.5,2560.8125,795.5625,2635,3561.8125,1602.625,925.4375,3855.6875,774.0625,892.5625,956.1875,1026.6875,786.4375,1117.3125,870.5,927.875,940.3125,863.5,641.25,1054.875,4
642979.56068349,6661698.83027309,3506,417,536,767,1856,344,619,364,3709,231,152,153,304,1346,700,449,479,943.25,1477.875,1725,1716.6875,1122.125,1994.75,739.6875,2562.3125,3022.1875,1230.5625,641.0625,3209.8125,221.375,302.3125,356.3125,111.9375,50.5625,373.8125,412.5,630.0625,530.375,109.5625,66.125,531.125,4
642959.56068349,6661718.83027309,3300,159,301,335,1513,277,343,271,2048,202,97,100,369,752,486,262,745,752.5625,1402.75,1630.3125,1435.5625,901.8125,1869.8125,632,2118.6875,2583.125,1120.625,603.4375,2830.6875,228.1875,505.25,528.0625,177.875,88.9375,522.375,402.9375,711.625,764.9375,175.4375,104.875,778.25,4
642899.56068349,6661748.83027309,2988,104,219,311,1092,149,238,115,2076,193,154,139,371,713,442,249,581,622,1054.8125,1233.6875,1324.875,847.9375,1493.4375,487.5,1749.75,2168.875,908.0625,442.125,2313.375,304,554.0625,558,235.25,120.3125,621.625,428.8125,790.4375,801.5,217.1875,98.25,817.9375,4
643419.56068349,6661958.83027309,898,845,1106,1288,2633,504,822,549,4076,373,301,487,1040,736,751,927,1653,1547.3125,2099.4375,2353.375,3293.375,2277.875,2661.5625,1307.0625,3079.1875,3543,2153.125,1209,3879.8125,769.6875,965.375,1049.375,1041.75,711.9375,1256.75,1092.75,1250.4375,1391.125,1301.6875,901.3125,1661.3125,4
