"x","y","cells","B02M","B03M","B04M","B08M","B02J","B03J","B04J","B08J","B02N","B03N","B04N","B08N","B02JA","B03JA","B04JA","B08JA","B05M","B06M","B07M","B11M","B12M","B8AM","B05J","B06J","B07J","B11J","B12J","B8AJ","B05N","B06N","B07N","B11N","B12N","B8AN","B05JA","B06JA","B07JA","B11JA","B12JA","B8AJA","class"
643499.56068349,6660728.83027309,13452,857,1151,1352,3384,250,464,158,5791,348,457,576,1991,790,802,1018,2441,1801.875,2619.3125,2927.0625,3131.375,1966.375,3263.875,874.625,4276,5281.75,1961.8125,869.5,5767.5,1191.1875,1730.0625,2100.9375,1742.4375,1114.125,2675.6875,1582.875,2150.375,2311.8125,2035.1875,1309.625,2854.1875,8
643519.56068349,6660728.83027309,13454,928,1280,1584,3596,294,543,224,5494,516,599,735,2432,805,865,1189,2730,2071.5,2790.125,3079.4375,3572.1875,2280.8125,3481.8125,977,4080.5,5158.875,2092,949.0625,5647.1875,1271.75,2022.75,2231.25,1702.9375,1082.8125,2831.75,1684.125,2165.75,2349.5,1898.125,1212.75,2910.6875,8
643589.56068349,6660728.83027309,13461,1027,1373,1704,3817,388,770,328,5566,604,815,774,2959,1094,1185,1562,3414,2309.125,3076.375,3421.75,3983.125,2543.9375,3889.3125,1301.125,4139.0625,5004.25,2312.9375,1111.1875,5550.0625,1522.875,2640.5625,2995.5625,1599.875,962.9375,3515.9375,2097.4375,2631.75,2929.4375,1658.1875,1067.1875,3451.3125,8
643609.56068349,6660728.83027309,13463,1022,1395,1763,3884,404,788,355,5573,608,798,772,3280,1090,1264,1579,3493,2339.4375,3107.375,3465.3125,3982.375,2542.3125,3883.625,1330.75,4212,5083.3125,2231.8125,1073.6875,5579.0625,1507.625,2625.25,2874,1581.1875,941.5625,3406.4375,2187.9375,2654.75,2931.125,1630.5625,1073.9375,3492.0625,8
643559.56068349,6660738.83027309,13356,1048,1449,1843,3833,352,717,340,5310,613,818,789,2935,1047,1107,1445,3286,2341.5,3074.625,3418.6875,4000.9375,2588.875,3863.5625,1254.0625,3967.9375,4812.1875,2336.3125,1142.6875,5357.875,1475.0625,2388,2714.4375,1637.125,962.0625,3316.125,1979.8125,2533.9375,2800.9375,1691.0625,1070.9375,3347.4375,8
643589.56068349,6660738.83027309,13359,1071,1417,1746,3824,368,745,317,5512,660,786,808,2919,1029,1146,1571,3350,2301.9375,3081.9375,3434.8125,3974.875,2536,3897.6875,1307.3125,4071.4375,4904.625,2328.0625,1127.875,5461.9375,1521,2661.75,3019.6875,1595.3125,956.4375,3537.9375,2069.4375,2616.625,2897.6875,1643.4375,1044.875,3408.5625,8
643059.56068349,6660748.83027309,13204,518,649,762,2010,432,559,510,2264,510,778,667,1831,877,772,796,1921,1158,1569.625,1736.6875,2647.4375,2193.25,1946.25,1081.6875,2343.25,2651.25,2124,1440.4375,2927.6875,796.3125,1059.75,1244.3125,1027.1875,962.0625,1291.5,879.5,1032.1875,1192.125,686.625,541.3125,1185.5625,8
643529.56068349,6660748.83027309,13251,703,1006,1291,3197,320,615,247,5780,584,590,821,2773,924,973,1261,2989,1734.1875,2413.875,2687.5625,3179.5625,2011.3125,3024.1875,1043.8125,3965.25,4922.375,1969.8125,882.1875,5386.4375,1272.9375,1897.0625,2228.125,1810.625,1135.6875,2728.5,1659.8125,2132.75,2383.125,1886.3125,1250.6875,2795.5,8
642999.56068349,6660758.83027309,13096,623,842,1107,2770,363,778,376,4488,570,638,867,2597,645,594,754,1824,1295.4375,1941.0625,2184,2815.75,2035.8125,2504.5,1093.4375,3377.625,3903.9375,1907.9375,986.25,4081.125,1324.5625,1832.1875,2033.0625,1808.0625,1265.125,2476.8125,1122.0625,1445.6875,1601.75,1475.6875,1005.8125,1955.875,8
643599.56068349,6660768.83027309,13054,1018,1413,1728,3900,428,785,453,5057,611,875,721,3318,987,1081,1317,3234,2291.625,3111.875,3452.9375,3941.375,2513.1875,3890.375,1374.5,3823.5625,4649.4375,2412.3125,1199.375,5216.125,1571.25,2791,3124.375,1584.8125,928.25,3684.375,2033.3125,2562,2884.3125,1524.6875,956.9375,3311.6875,8
642759.56068349,6660798.83027309,12664,461,723,905,3059,478,832,598,3822,366,627,612,2642,629,700,732,2091,1431.125,2336.875,2750.625,2776.0625,1906.5625,3071.4375,1366.875,3013.5625,3356.25,2569.8125,1466.125,3624.9375,1229.625,2304.1875,2638.625,1578.875,912.875,3018.25,1130.1875,1777.625,1972.8125,925.5625,492.375,2158.25,8
643019.56068349,6660808.83027309,12588,433,740,657,2558,242,424,259,3172,377,475,594,1238,795,731,951,1792,1287.1875,2038.3125,2331.625,2465.5,1715.375,2526.4375,956.5,2784.9375,3126.9375,1629.5,921.75,3404.8125,868.4375,1106.3125,1248.875,1179.3125,902.0625,1443.25,1059.8125,1226.6875,1314.125,1059.6875,762.3125,1545.25,8
642829.56068349,6660828.83027309,12365,561,839,866,3352,281,577,261,5327,480,693,594,3008,910,918,1043,2436,1405.3125,2735.8125,3042.25,2904.8125,1954.0625,3427.5625,1198.5625,3861.5625,4588.25,2161.0625,1044.9375,4901.125,1385.9375,2536.9375,2792.5625,1444.4375,862.75,3173.3125,1368.25,1772.25,1862.75,796.25,502.6875,2189.625,8
643019.56068349,6660838.83027309,12282,497,682,903,2329,445,845,544,3938,583,504,793,2361,757,844,1020,2549,1233.8125,1693.9375,1958.125,2473.5,1763,2211.5625,1090.625,3188.8125,3442.3125,1829.375,1004.5625,3669.8125,1286,1686.6875,1858.5,1763.375,1312.0625,2257.9375,1251.3125,1617.8125,1747.75,1751.25,1200.4375,2042.6875,8
643589.56068349,6660838.83027309,12339,972,1303,1686,3524,367,721,346,5481,494,664,657,2216,969,968,1182,2577,2111.1875,2742.1875,3011.5625,3733.125,2440.3125,3436.125,1136.4375,3951.8125,4887.8125,2152,1027.375,5327.625,1187.125,2021.5625,2167.4375,1514.1875,924.125,2648.5625,1622.9375,1946.125,2107.875,1278.875,869.8125,2493.375,8
642769.56068349,6660848.83027309,12155,488,776,809,3124,430,788,510,4080,457,650,707,2413,1973,1922,2028,2680,1424,2486.5625,2771.3125,2789.5,1892.125,3068.0625,1310.8125,3468.75,3954.5625,2368.0625,1279.25,4387.75,1246.1875,2022.875,2208.5,1455.75,919.5625,2595.625,1678.625,1967.4375,2082.1875,730.0625,519.6875,2198.125,8
642979.56068349,6660868.83027309,11972,451,666,722,1442,595,749,827,2775,596,431,575,803,556,401,343,574,1241.3125,1471,1898.4375,2151.4375,1595.375,1920.75,1111.5,2616.1875,2413.875,1693.9375,1099.9375,2665.75,700.8125,757.125,849.75,762.6875,594.3125,1017.125,597.9375,756.625,809.75,661.875,525.375,865.625,8
642929.56068349,6660888.83027309,11763,520,781,1000,2995,572,894,867,2936,583,496,399,853,660,507,356,724,1526.75,2349.375,2861.8125,2535.75,1787.125,2966.75,1543,2649.875,2831.25,2376.875,1590.25,3143.625,969.5625,1265.375,1474.1875,686.125,577.0625,1590.5625,1031.3125,1265.3125,1321.125,596.25,509,1476.4375,8
642939.56068349,6660888.83027309,11764,893,1055,1175,2202,965,1222,1170,2585,567,534,683,1035,1000,932,905,1207,1541.4375,2162,2648.75,2441.1875,1847.875,2740.0625,1622.125,2402.75,2509,2326.3125,1694.6875,2749.0625,1056.875,1368.3125,1595.25,824.75,700.5625,1662.625,1070.25,1280.4375,1354.9375,655.125,616.0625,1426.1875,8
643599.56068349,6660888.83027309,11830,1030,1347,1813,3414,324,687,303,5483,486,601,746,2142,855,835,1083,1941,2209.5,2677.6875,2883.5,3873.8125,2600.3125,3396.6875,1144.6875,4125.25,4985,2235.125,1048.5,5442.4375,1192.625,1776.125,2015,1649.125,992.1875,2515.9375,1426.0625,1700.875,1856,1196.5625,815.25,2092.0625,8
642829.56068349,6660898.83027309,11651,579,938,1002,3450,527,912,667,4280,642,674,586,2058,934,890,909,2244,1771.3125,2941.1875,3227.6875,3007.8125,1883.1875,3584.1875,1402.1875,3447.375,3814.4375,2478.9375,1298.9375,4180.375,1143.125,2038.25,2191,1207.375,734.0625,2508.4375,1415.6875,1911.5,2067.5,1034.25,710.5625,2297.3125,8
643149.56068349,6660978.83027309,10867,589,866,976,3147,252,497,204,5517,364,310,364,1041,1552,1211,1240,1661,1402.1875,2396.3125,2663.8125,2630.0625,1700.25,2930.875,850.25,3761.0625,4572.0625,1813.5625,835,4967.3125,799.4375,1271.625,1406.375,811.875,547.5625,1715.375,1331,1633.5625,1703.3125,662.6875,486.125,1886.0625,8
643139.56068349,6660988.83027309,10764,637,918,1049,3288,265,515,196,5489,555,605,638,1840,1464,1444,1346,2279,1517.1875,2481.3125,2725.8125,2762.0625,1795.75,2999.875,870.25,3813.5625,4671.5625,1790.0625,845,5073.8125,939.9375,1641.625,1676.375,851.875,569.0625,1972.375,1492,1732.5625,1775.8125,617.1875,459.125,1950.0625,8
643159.56068349,6660988.83027309,10766,642,929,967,3142,304,569,215,5620,422,377,401,1188,1106,944,1013,1715,1453.75,2398.125,2696.875,2797.125,1814.625,2996.9375,887.1875,3929,4797.9375,1910.8125,888.75,5231.3125,805.875,1151.125,1310.6875,749.4375,537.5625,1565.4375,1307.8125,1573.4375,1626.9375,595.625,419.1875,1852.5,8
643149.56068349,6661038.83027309,10255,624,904,1145,2956,299,612,265,4786,548,562,527,2345,1064,1063,1076,2114,1545.125,2308.625,2564.25,3033.5,2015.6875,2889.9375,1013.0625,3642.5,4466.1875,2019.8125,954.8125,4869.1875,1195.875,2076.75,2218.75,1202.8125,754.875,2532.3125,1580,1931.5625,2071.6875,875.375,629.8125,2237.1875,8
642669.56068349,6661048.83027309,10105,739,926,1172,3128,424,688,368,3922,549,727,850,2568,936,980,1227,2656,1688.375,2567.875,2829,2895.75,1959,3085.3125,1059,3262.5,4024,1605.9375,818.625,4254,1503.9375,2193.75,2382.125,1685.25,1111.5625,2743.375,1644.6875,2049.9375,2272.25,1661.0625,1149.375,2627.9375,8
642719.56068349,6661068.83027309,9906,863,1177,1360,3480,325,775,311,4884,600,580,616,1380,748,759,899,1723,1832,2849.4375,3117.5,3080,1958.8125,3473,1219.875,3606.125,4256.4375,1761.25,826.0625,4548.5,1055.4375,1445.625,1529.5625,785.25,495.0625,1748.875,1252.25,1558.25,1647.9375,821.5625,598.5,1932.5,8
642759.56068349,6661078.83027309,9808,615,943,1016,3384,388,751,397,4045,726,916,774,2501,690,777,715,1816,1777.9375,2819.5,3098.8125,3149.9375,2043.4375,3409.3125,1353.6875,3428.9375,3850.875,2155,1126.625,4174.375,1271.6875,1994.4375,2180.8125,993.5625,650.1875,2344.8125,1231.1875,1662.8125,1768.5625,742.1875,536.875,1957.1875,8
643179.56068349,6661078.83027309,9850,651,927,1107,3162,293,575,258,4796,457,674,556,3054,1008,1010,1038,2391,1593.375,2390.6875,2680.8125,3108,2042.25,3091.5,1077.625,3541.9375,4269.125,2078.625,979.6875,4681.125,1268.25,2455,2784.3125,1569.8125,994.375,3215.375,1596.625,2132.75,2346.875,1083.6875,699.75,2601.625,8
642689.56068349,6661088.83027309,9699,542,880,892,3544,356,796,381,4482,782,774,757,1918,722,581,498,1229,1695,2927.3125,3280.625,2967.75,1856.4375,3541,1363.375,3788.6875,4324.8125,2013.375,949.8125,4649.5625,1293.8125,1869.5625,1996.4375,839.1875,544.6875,2166.875,1031.75,1302.625,1342.4375,553.5625,392.4375,1522.375,8
642759.56068349,6661088.83027309,9706,563,888,942,3404,348,818,402,4210,701,928,784,2468,729,759,731,1584,1749.8125,2826.5,3116.9375,3150.3125,2035.3125,3402.9375,1397.0625,3424.3125,3885.625,2187.5,1139.875,4234.125,1321.5625,2020.8125,2229.4375,999.6875,652.0625,2420.4375,1262.0625,1680.9375,1780.6875,713.5625,534.625,1953.0625,8
642629.56068349,6661098.83027309,9591,842,1053,1361,2510,622,838,715,3560,474,521,480,747,480,484,459,1068,1711.5,2214.8125,2399.4375,3113.375,2458.1875,2671.5,1239.9375,2739.5625,3058.0625,2071.25,1448.5,3416.5625,939.875,1127.25,1247.25,1287.125,1117.125,1285.375,945.5625,1041.5,1140.875,1243.625,1060.625,1229.4375,8
643149.56068349,6661108.83027309,9541,559,918,941,3485,309,635,289,4202,412,527,562,2771,843,1007,1040,2998,1442.3125,2620.0625,2878.875,2898.0625,1848.875,3227.75,1077.5,3440.9375,3966.875,2055.5625,987.75,4427.625,1217.1875,2207,2572.625,1703.9375,1065.4375,3004.4375,1707.5,2318.5,2609.9375,1483.5625,943.25,2962.8125,8
643209.56068349,6661118.83027309,9445,597,868,990,3124,291,604,266,4624,511,655,693,2625,748,749,906,2697,1470.8125,2373.8125,2696,2925.375,1845.25,3040.375,1014.125,3368.6875,4248,2000.5,939.125,4613.4375,1303.625,2431.25,2761.0625,1807.1875,1099.875,3236.875,1492.8125,2143.25,2417.1875,1575.375,1013.875,2842.1875,8
642629.56068349,6661128.83027309,9285,962,1227,1393,3060,711,1066,876,3532,533,641,763,1610,1057,834,928,1532,1767,2456.6875,2718.75,3072.125,2382.4375,2925.375,1491.5625,2875.5,3229.0625,2345.75,1605.25,3472.25,1131.6875,1461.75,1580.25,1378.625,1204.875,1789.9375,1285.875,1439.375,1399.0625,1321.25,1172.75,1497.9375,8
642609.56068349,6661158.83027309,8977,943,1225,1491,2274,806,1029,1103,2433,454,377,323,351,606,409,378,476,1837.875,2057.1875,2202.0625,3132.375,2704.5625,2473.75,1319.5625,2033.25,2118.875,2065.875,1626.875,2257.125,603.75,792.1875,676.75,671.5625,521.5625,851.6875,709.625,736.25,698.125,563.375,441.9375,748.25,8
643239.56068349,6661158.83027309,9040,588,859,968,3357,293,583,290,4545,474,510,415,1408,624,574,569,1251,1572.125,2611.625,2959.1875,2998.9375,1946.1875,3268.4375,993.8125,3448.0625,4197.375,2013.625,948.25,4567.3125,940.375,1652.8125,1854.6875,838.6875,543.125,1975,1009.3125,1321.4375,1415.75,662.1875,479.375,1628.3125,8
642629.56068349,6661178.83027309,8775,954,1251,1609,3307,354,720,324,4810,573,656,838,1944,812,909,1135,2420,1905.4375,2571.8125,2760.0625,3393.875,2406.625,3147.125,1318.4375,3089.875,3753.0625,2196.5,1305.375,4095.625,1126.8125,1523.3125,1715.5625,1152.5,776.5,1949.125,1315.25,1616.0625,1710.125,989.875,689.25,2020.25,8
642689.56068349,6661228.83027309,8271,625,849,993,3247,523,937,660,4514,617,590,741,1444,612,689,718,1650,1420.4375,2320.4375,2546.375,2753.9375,1867.625,2849.25,1372.875,3053.6875,3643,2109.4375,1219.75,3873.5625,922.375,1374.5625,1482.75,1116.875,741.9375,1559.4375,949.0625,1292.3125,1499.9375,1074.875,768.8125,1587.4375,8
643439.56068349,6661308.83027309,7530,1312,1609,2149,3605,294,662,213,5539,619,756,627,2505,1684,1641,1763,2935,2439.9375,2917.125,3111.375,3789.4375,2733.4375,3421.875,1099.1875,3945.25,4852.5625,1878.3125,928.75,5118.5625,1127.625,1836.625,2043.4375,765.9375,519.0625,2163.1875,1769.8125,2007.1875,2059,499.0625,389.9375,2178.375,8
643569.56068349,6661328.83027309,7339,891,1189,1583,2631,239,499,204,4338,498,679,607,2470,1119,996,1066,2257,2182.25,2494.875,2671.375,3735.1875,2501,3074.0625,919.8125,3649.625,4506.9375,1696.5,768.4375,4955.9375,1217.3125,2169.1875,2470.6875,1277.375,766.875,2824.9375,1806.8125,2092.9375,2304.3125,1153.9375,766.4375,2666,8
643439.56068349,6661338.83027309,7224,1176,1590,2078,3630,277,618,199,5464,614,778,732,2973,1252,1331,1442,3004,2389.875,2864.1875,3104.625,3782.25,2722.875,3446.125,1105.375,3962.3125,4870.625,1888.5625,943.4375,5200.375,1295.75,2266.1875,2467.9375,1129,770.6875,2613.3125,1619.1875,1908.8125,2008.875,781.25,595.1875,2236.375,8
643509.56068349,6661348.83027309,7129,1208,1645,2204,3713,322,633,218,5834,608,845,637,3148,996,1062,1145,2482,2532.8125,2976.875,3211.5,4193.8125,2816.5625,3632,959.6875,4110.625,5188.375,1894.125,850.4375,5512.875,1307,2380.5,2559.875,1027.125,611.3125,2902.875,1507.0625,1821.5,2006.4375,817.3125,559.1875,2300.1875,8
643109.56068349,6661368.83027309,6885,50,248,97,2832,166,357,95,3147,243,306,202,3045,471,405,241,3341,619.875,2066.5,2533.8125,746.1875,363.1875,2807.375,585.125,2290.8125,2798.5,613.125,262.5625,3003.5,633.3125,2305,2658.3125,425.6875,208.6875,3009.8125,703.875,2277.3125,2768.375,495.4375,207.375,3209.375,8
643439.56068349,6661368.83027309,6918,1086,1475,1949,3412,344,664,237,5357,583,720,703,2811,973,1068,1256,2805,2228.4375,2738.375,2997.75,3744.1875,2709.75,3297.8125,1106.6875,3769.9375,4691.9375,1855,944,4983.4375,1342.625,2237.125,2456.5,1385.3125,937.375,2733.125,1644.125,2029.375,2207.0625,1224.875,857.875,2470.9375,8
643249.56068349,6661448.83027309,6083,180,470,416,2484,216,413,204,3071,204,316,261,1558,944,972,828,2589,1119.875,2056.6875,2346.1875,1407.6875,1017.875,2543.4375,634.5625,2272.375,2938.625,827.3125,386.9375,3178.625,619.4375,1227.5625,1475.125,517.1875,359.1875,1594.8125,1433.375,2229.6875,2481.6875,487.0625,313.5625,2580.875,8
643169.56068349,6661498.83027309,5565,44,295,136,2827,198,472,181,2954,266,290,169,1754,381,376,166,2183,689.5,1983.6875,2291.4375,916.3125,507.375,2594.625,625.625,2210.25,2620.125,727.6875,327.6875,2921.625,461.4375,1620.125,1870.4375,296.25,103.9375,2028.9375,514.1875,1461.875,1814.75,273.25,123.9375,1919.9375,8
643439.56068349,6661508.83027309,5490,998,1270,1587,2947,471,783,535,4546,687,764,838,1941,935,854,1077,2026,2005.5,2541.0625,2744,3554.8125,2610.6875,3072.125,1030,3288.75,4222.0625,1724.0625,901.8125,4534.9375,1172.125,1761.3125,2016.125,1386.875,953.3125,2148.375,1337.3125,1651.9375,1834.1875,1368.9375,991.0625,2006.8125,8
643249.56068349,6661578.83027309,4757,149,377,310,2190,150,402,129,2568,314,245,156,1535,432,307,174,1837,1062.4375,2038.4375,2258.875,1932.6875,1244.125,2535.6875,716.875,2372,2826.375,1067.625,535.25,3129.875,535.4375,1271.1875,1517.4375,458.25,292.25,1651.0625,736.875,1482.75,1682,450.6875,300.875,1832.1875,8
642809.56068349,6662018.83027309,225,142,341,219,2432,185,430,133,3325,284,228,183,1980,491,480,283,2459,792.75,1609.6875,1914.5,1323.0625,780.6875,2202.0625,720.625,2693.3125,3210.5625,1068.75,473.3125,3406.875,482.5625,1490.5625,1817.25,459.75,244.25,2031.5625,674.625,1653.375,1961,535.25,300.3125,2170.625,8
643399.56068349,6660748.83027309,13238,71,133,171,218,208,296,146,897,291,303,421,623,2031,1840,1810,1628,246.625,194.125,221.375,460.9375,304.3125,310.75,353.0625,837.5625,894.3125,599.1875,296.5625,932.125,453.1875,493.3125,524.6875,638.125,461,623.5,1632.75,1516.75,1406,319.1875,240.375,1255,5
643199.56068349,6660768.83027309,13014,109,222,258,338,231,386,211,1127,354,306,495,755,1708,1564,1678,1664,387.625,295.8125,373.875,448.4375,307.25,412.9375,526.75,1071.4375,1116.375,714.625,370.8125,1187.125,637.75,676.6875,741.25,771.5625,623.5,863.875,1688.3125,1622.5625,1508.5625,456.25,332.8125,1424.375,5
643149.56068349,6660798.83027309,12703,298,447,570,1337,287,477,276,3437,518,537,611,1447,840,700,720,1832,823.75,1034,1181,1714.5,1134.25,1398.5,815,2456.0625,2975.5625,1535.125,714.875,3266.125,829.375,1103.625,1265.625,1352.25,1231,1529.625,986.5,1323.6875,1428.8125,1317,909,1636.5625,5
643449.56068349,6660808.83027309,12631,116,199,248,325,232,314,219,1063,211,92,144,123,1693,1042,774,545,363.125,282,317.75,560.0625,383.5,361.3125,487.75,984.1875,1160.25,716.5,363.875,1213.1875,172.625,136.625,181.625,162.125,136.8125,160.1875,706.5,612.9375,533.125,121,62.125,479.0625,5
643509.56068349,6660818.83027309,12535,210,325,522,901,263,405,353,1591,302,250,313,468,823,617,485,569,609.375,697.3125,774.9375,1298.8125,870.6875,962,654.4375,1386.9375,1570.0625,1439.625,749,1815.25,378.5,386.875,482.8125,520,392,549.6875,618.4375,559.8125,586.75,371.375,258.3125,547.125,5
643199.56068349,6660828.83027309,12402,315,464,685,1098,319,511,320,2547,345,310,429,731,1074,764,824,913,736.125,755.625,859.4375,1186.1875,824.5,1001.5,732.75,1869.0625,2046.0625,1306.6875,666.1875,2204.9375,598.0625,658.3125,723.4375,797.9375,550.5,894,981.5625,957.0625,929.9375,632.1875,424.625,930.0625,5
643449.56068349,6660848.83027309,12223,117,263,166,72,260,384,200,599,289,286,295,460,1895,1583,1406,1106,198.75,30.625,34.75,167.3125,133.625,52.625,379.375,409.875,452.375,322.375,173.4375,488.6875,322.8125,307.0625,311.5625,354.375,288.1875,370.8125,1379.4375,1217.125,1037.875,131.75,104.25,907.125,5
643479.56068349,6660858.83027309,12124,100,150,222,298,245,330,233,913,365,399,474,819,1990,1609,1659,1337,297.5,182.5,213.5,352.5625,257.875,268.875,479,794.75,867.125,606.1875,321.375,930.8125,538.75,604.1875,660.0625,739.1875,545.0625,797.3125,1632.375,1502,1348.5625,287.375,214,1154.0625,5
643559.56068349,6660858.83027309,12132,183,299,436,947,227,364,244,1923,312,250,279,500,465,364,294,505,831.875,946.4375,1123.0625,2109.75,1337.625,1340.1875,697.5625,1946.5625,2326.0625,1654.125,797.5,2638.875,519.0625,555,646,859,568.125,845.9375,592.5,639.4375,641.5,635.25,429.375,728.1875,5
643239.56068349,6660868.83027309,11998,173,284,422,606,269,397,258,1501,351,401,582,990,1464,1283,1415,1529,503.4375,469.0625,525.125,678.1875,465.8125,600.3125,617.5,1478.3125,1597.375,973.5,503.9375,1650.125,675,732.875,811.5,917.0625,621.125,1044.625,1390.3125,1366.8125,1371,698.3125,479.375,1305.6875,5
643189.56068349,6660888.83027309,11789,285,440,653,1205,288,466,351,1966,306,305,401,669,675,591,614,714,844.625,943.3125,1064.625,1795.8125,1145.875,1303.375,785.9375,1684.25,1918.25,1642.625,874.9375,2162.75,609.4375,682.25,774.875,772.6875,482.6875,1025.3125,870.5625,869.4375,768.625,533.0625,360.125,777.625,5
643169.56068349,6660898.83027309,11685,425,570,860,1778,360,515,433,2636,477,544,589,1937,1731,1551,1544,1221,1116,1374.4375,1571.6875,2542.375,1689.3125,1901.1875,904.75,2148.5,2586.0625,1905.8125,1032.125,2947.3125,902.125,1371.0625,1485.4375,1179.6875,721.75,1865.25,1348.0625,1364.5625,1150.6875,691.5625,495.375,1090.375,5
643219.56068349,6660908.83027309,11588,198,293,499,954,243,412,243,2073,310,209,306,505,548,453,417,541,632.5,735.1875,773.8125,1335.6875,853.625,927.875,663.75,1641.5625,1835.75,1367.9375,686,2046.875,451.1875,508.75,550.25,615.8125,389.5,682.5625,516.375,542.375,597.375,547,337.8125,613.3125,5
643189.56068349,6660928.83027309,11381,447,630,942,1802,469,618,667,2562,394,468,482,1601,1240,1084,1021,1009,1101.625,1261.0625,1456.375,2385,1551.4375,1759.5625,931.9375,1889.375,2101.0625,1937.4375,1026.5625,2463.125,829.125,1178.6875,1318.5625,1078,682.75,1687.4375,1078.75,1060.4375,950.75,598.75,401.25,881.1875,5
643559.56068349,6660928.83027309,11418,169,268,433,896,241,386,237,1996,273,228,345,586,523,341,394,511,601.9375,698.625,780.875,1561.375,970.1875,979.6875,637.3125,1691.0625,1940.0625,1563.1875,742.4375,2160.9375,450.3125,549.3125,579.8125,802.25,548.4375,782,492.6875,505.6875,519.875,656.6875,423,628.5,5
642849.56068349,6660948.83027309,11143,751,1079,1270,3782,328,674,331,4829,466,808,720,3236,964,1010,1046,3136,1868.3125,3080.8125,3452.5625,3227.25,1997.4375,3778.75,1254.4375,3581.125,4265.625,2148.0625,1022.5625,4630.0625,1595.6875,2937.5625,3146.6875,1436,823.25,3486.125,1739.9375,2467.75,2605.1875,939.3125,609.5625,2938.1875,5
642869.56068349,6660948.83027309,11145,798,1109,1312,3569,237,555,201,4757,596,806,720,3173,938,1086,1149,3229,1982.25,2984.5625,3286.125,3319.3125,2118.125,3645.125,1192.25,3756.4375,4353.0625,1983.1875,899.8125,4706.6875,1526.25,2848,3093.1875,1440.875,853.1875,3422.6875,1841.0625,2560.875,2740.0625,1039.375,695.5,3059,5
643479.56068349,6660958.83027309,11104,148,260,264,257,279,378,290,572,338,346,445,856,2178,1867,1955,1730,292,158.8125,181.625,274.6875,206.5625,238.5625,435.9375,487.125,513.6875,402,228,562.5,544.75,569.375,626.9375,631.125,492.375,728.6875,1884.625,1813.6875,1630.75,262.8125,227.3125,1486.3125,5
643529.56068349,6660958.83027309,11109,137,215,325,624,257,411,239,1964,259,240,302,427,769,602,522,615,454.3125,513.0625,570.125,811.875,548.5625,677.875,638.75,1572.125,1746.625,1216,598.75,1903,449.8125,486.3125,519.5625,686.4375,471.3125,614.375,738.625,722.9375,720.1875,544.25,383.0625,653.8125,5
643239.56068349,6660968.83027309,10978,192,297,487,891,257,373,288,1610,288,237,394,654,546,450,458,632,571.625,663.4375,726,1340.25,831.875,901.25,611.25,1385.1875,1518.25,1359.5625,693.25,1786.0625,468.5625,529.625,590.6875,683.3125,435.25,722.6875,548.9375,549,600.4375,567.9375,361.9375,679.875,5
642889.56068349,6660978.83027309,10841,719,1045,1168,3305,571,1065,474,5720,466,678,835,2821,792,867,1085,2853,1818.4375,2683.8125,2966.8125,3201.5625,2079.875,3316,1519.125,4482.5,5001.125,1980.9375,886.8125,5224.4375,1546.5,2359,2686.5625,1928.125,1196.75,3115.5,1658.8125,2318.875,2550.3125,1584.875,1014.125,2927.1875,5
643239.56068349,6660978.83027309,10876,201,290,489,904,246,364,320,1560,260,189,325,630,526,340,444,634,591.25,690.1875,740.5625,1413.4375,875.25,936.1875,600.75,1334.9375,1458.4375,1394.75,707.4375,1744.6875,466.375,545.9375,591.75,700.25,434.375,742.5625,529.5625,537.3125,602.75,561.4375,367.875,673.1875,5
642799.56068349,6660998.83027309,10628,699,1009,1215,3371,357,723,364,4714,491,613,721,2781,831,955,1119,3054,1741.0625,2634.5625,2913.625,3121.75,2045.8125,3227.125,1254.8125,3632.6875,4100.625,2125.3125,1078.9375,4455.4375,1477.4375,2540.0625,2764,1763.125,1116.1875,3112.5625,1736.1875,2335.75,2541.3125,1590.4375,1077.375,2875.125,5
643299.56068349,6660998.83027309,10678,137,223,374,639,275,466,272,1995,319,239,374,578,720,642,632,769,547,573.625,626.6875,965.6875,624.8125,734.8125,697.9375,1717.75,1945,1238.875,613.6875,2092.5,530.0625,553.0625,634.5,790.375,527.625,810.125,788.4375,805.6875,791.5625,676.5,445.875,795.75,5
643489.56068349,6660998.83027309,10697,242,387,530,752,284,479,276,2024,373,379,560,1017,979,862,1018,1236,588.4375,591.8125,610.0625,711.8125,502,720.9375,676.0625,1694.0625,1919.875,1030.875,518.9375,1955.125,762.125,830.5,920.6875,1128.25,816.3125,1148.625,1253.0625,1248,1212.75,689.75,505.1875,1214.8125,5
643579.56068349,6660998.83027309,10706,266,430,632,1308,273,447,267,2359,349,302,473,1145,533,459,481,954,899,1020.8125,1193.6875,1904.0625,1205.0625,1444.1875,787.5625,2340.75,2737.25,1674.75,787.1875,3046.5625,706.8125,892.5625,1036.1875,1200.4375,793.25,1209.75,757.3125,869.125,856.375,945.6875,656.25,992.8125,5
643589.56068349,6660998.83027309,10707,453,625,978,1843,264,524,251,3749,461,475,621,1536,742,714,696,1214,1230.5,1417.4375,1517.0625,2406.1875,1608.1875,1908.0625,895.6875,3089.25,3478.75,1842.25,846.5625,3853.1875,872.4375,1145.6875,1320.5625,1463.3125,949.25,1691.75,932.9375,1116.375,1083.125,1053.5625,690.75,1214.4375,5
